"Year","Month","Day","Tmax","Tmin","JDay","Hour","Temp"
2000,10,3,15.3,8.1,277,2,8.9
2000,10,3,15.3,8.1,277,3,8.63
2000,10,3,15.3,8.1,277,4,8.38
2000,10,3,15.3,8.1,277,5,8.15
2000,10,3,15.3,8.1,277,6,7.94
2000,10,3,15.3,8.1,277,7,9.21
2000,10,3,15.3,8.1,277,8,10.61
2000,10,3,15.3,8.1,277,9,11.92
2000,10,3,15.3,8.1,277,10,13.07
2000,10,3,15.3,8.1,277,11,14.01
2000,10,3,15.3,8.1,277,12,14.72
2000,10,3,15.3,8.1,277,13,15.15
2000,10,3,15.3,8.1,277,14,15.3
2000,10,3,15.3,8.1,277,15,15.15
2000,10,3,15.3,8.1,277,16,14.72
2000,10,3,15.3,8.1,277,17,14.01
2000,10,3,15.3,8.1,277,18,12.81
2000,10,3,15.3,8.1,277,19,11.42
2000,10,3,15.3,8.1,277,20,10.55
2000,10,3,15.3,8.1,277,21,9.92
2000,10,3,15.3,8.1,277,22,9.42
2000,10,3,15.3,8.1,277,23,9.01
2000,10,4,18.7,7.2,278,0,8.53
2000,10,4,18.7,7.2,278,1,8.21
2000,10,4,18.7,7.2,278,2,7.94
2000,10,4,18.7,7.2,278,3,7.69
2000,10,4,18.7,7.2,278,4,7.46
2000,10,4,18.7,7.2,278,5,7.25
2000,10,4,18.7,7.2,278,6,7.06
2000,10,4,18.7,7.2,278,7,8.9
2000,10,4,18.7,7.2,278,8,11.16
2000,10,4,18.7,7.2,278,9,13.26
2000,10,4,18.7,7.2,278,10,15.11
2000,10,4,18.7,7.2,278,11,16.63
2000,10,4,18.7,7.2,278,12,17.76
2000,10,4,18.7,7.2,278,13,18.46
2000,10,4,18.7,7.2,278,14,18.7
2000,10,4,18.7,7.2,278,15,18.46
2000,10,4,18.7,7.2,278,16,17.76
2000,10,4,18.7,7.2,278,17,16.63
2000,10,4,18.7,7.2,278,18,15
2000,10,4,18.7,7.2,278,19,13.65
2000,10,4,18.7,7.2,278,20,12.8
2000,10,4,18.7,7.2,278,21,12.18
2000,10,4,18.7,7.2,278,22,11.69
2000,10,4,18.7,7.2,278,23,11.29
2000,10,5,16.5,9.5,279,0,10.81
2000,10,5,16.5,9.5,279,1,10.51
2000,10,5,16.5,9.5,279,2,10.23
2000,10,5,16.5,9.5,279,3,9.99
2000,10,5,16.5,9.5,279,4,9.76
2000,10,5,16.5,9.5,279,5,9.56
2000,10,5,16.5,9.5,279,6,9.37
2000,10,5,16.5,9.5,279,7,10.5
2000,10,5,16.5,9.5,279,8,11.88
2000,10,5,16.5,9.5,279,9,13.16
2000,10,5,16.5,9.5,279,10,14.3
2000,10,5,16.5,9.5,279,11,15.23
2000,10,5,16.5,9.5,279,12,15.93
2000,10,5,16.5,9.5,279,13,16.35
2000,10,5,16.5,9.5,279,14,16.5
2000,10,5,16.5,9.5,279,15,16.35
2000,10,5,16.5,9.5,279,16,15.93
2000,10,5,16.5,9.5,279,17,15.23
2000,10,5,16.5,9.5,279,18,13.75
2000,10,5,16.5,9.5,279,19,11.92
2000,10,5,16.5,9.5,279,20,10.76
2000,10,5,16.5,9.5,279,21,9.91
2000,10,5,16.5,9.5,279,22,9.24
2000,10,5,16.5,9.5,279,23,8.68
2000,10,6,11.9,6.2,280,0,8.02
2000,10,6,11.9,6.2,280,1,7.59
2000,10,6,11.9,6.2,280,2,7.22
2000,10,6,11.9,6.2,280,3,6.88
2000,10,6,11.9,6.2,280,4,6.57
2000,10,6,11.9,6.2,280,5,6.29
2000,10,6,11.9,6.2,280,6,6.03
2000,10,6,11.9,6.2,280,7,6.98
2000,10,6,11.9,6.2,280,8,8.11
2000,10,6,11.9,6.2,280,9,9.16
2000,10,6,11.9,6.2,280,10,10.09
2000,10,6,11.9,6.2,280,11,10.86
2000,10,6,11.9,6.2,280,12,11.43
2000,10,6,11.9,6.2,280,13,11.78
2000,10,6,11.9,6.2,280,14,11.9
2000,10,6,11.9,6.2,280,15,11.78
2000,10,6,11.9,6.2,280,16,11.43
2000,10,6,11.9,6.2,280,17,10.86
2000,10,6,11.9,6.2,280,18,9.59
2000,10,6,11.9,6.2,280,19,8.08
2000,10,6,11.9,6.2,280,20,7.12
2000,10,6,11.9,6.2,280,21,6.41
2000,10,6,11.9,6.2,280,22,5.85
2000,10,6,11.9,6.2,280,23,5.38
2000,10,7,12.4,3.3,281,0,4.83
2000,10,7,12.4,3.3,281,1,4.47
2000,10,7,12.4,3.3,281,2,4.16
2000,10,7,12.4,3.3,281,3,3.87
2000,10,7,12.4,3.3,281,4,3.62
2000,10,7,12.4,3.3,281,5,3.38
2000,10,7,12.4,3.3,281,6,3.16
2000,10,7,12.4,3.3,281,7,4.49
2000,10,7,12.4,3.3,281,8,6.31
2000,10,7,12.4,3.3,281,9,8
2000,10,7,12.4,3.3,281,10,9.49
2000,10,7,12.4,3.3,281,11,10.72
2000,10,7,12.4,3.3,281,12,11.64
2000,10,7,12.4,3.3,281,13,12.21
2000,10,7,12.4,3.3,281,14,12.4
2000,10,7,12.4,3.3,281,15,12.21
2000,10,7,12.4,3.3,281,16,11.64
2000,10,7,12.4,3.3,281,17,10.72
2000,10,7,12.4,3.3,281,18,9.04
2000,10,7,12.4,3.3,281,19,7.39
2000,10,7,12.4,3.3,281,20,6.33
2000,10,7,12.4,3.3,281,21,5.55
2000,10,7,12.4,3.3,281,22,4.93
2000,10,7,12.4,3.3,281,23,4.41
2000,10,8,10,2.1,282,0,3.8
2000,10,8,10,2.1,282,1,3.41
2000,10,8,10,2.1,282,2,3.06
2000,10,8,10,2.1,282,3,2.74
2000,10,8,10,2.1,282,4,2.46
2000,10,8,10,2.1,282,5,2.2
2000,10,8,10,2.1,282,6,1.96
2000,10,8,10,2.1,282,7,3.09
2000,10,8,10,2.1,282,8,4.67
2000,10,8,10,2.1,282,9,6.15
2000,10,8,10,2.1,282,10,7.45
2000,10,8,10,2.1,282,11,8.53
2000,10,8,10,2.1,282,12,9.34
2000,10,8,10,2.1,282,13,9.83
2000,10,8,10,2.1,282,14,10
2000,10,8,10,2.1,282,15,9.83
2000,10,8,10,2.1,282,16,9.34
2000,10,8,10,2.1,282,17,8.53
2000,10,8,10,2.1,282,18,7.87
2000,10,8,10,2.1,282,19,7.81
2000,10,8,10,2.1,282,20,7.77
2000,10,8,10,2.1,282,21,7.73
2000,10,8,10,2.1,282,22,7.71
2000,10,8,10,2.1,282,23,7.69
2000,10,9,13.1,7.6,283,0,7.67
2000,10,9,13.1,7.6,283,1,7.65
2000,10,9,13.1,7.6,283,2,7.64
2000,10,9,13.1,7.6,283,3,7.63
2000,10,9,13.1,7.6,283,4,7.62
2000,10,9,13.1,7.6,283,5,7.6
2000,10,9,13.1,7.6,283,6,7.59
2000,10,9,13.1,7.6,283,7,8.25
2000,10,9,13.1,7.6,283,8,9.36
2000,10,9,13.1,7.6,283,9,10.4
2000,10,9,13.1,7.6,283,10,11.31
2000,10,9,13.1,7.6,283,11,12.07
2000,10,9,13.1,7.6,283,12,12.63
2000,10,9,13.1,7.6,283,13,12.98
2000,10,9,13.1,7.6,283,14,13.1
2000,10,9,13.1,7.6,283,15,12.98
2000,10,9,13.1,7.6,283,16,12.63
2000,10,9,13.1,7.6,283,17,12.07
2000,10,9,13.1,7.6,283,18,10.98
2000,10,9,13.1,7.6,283,19,9.95
2000,10,9,13.1,7.6,283,20,9.29
2000,10,9,13.1,7.6,283,21,8.8
2000,10,9,13.1,7.6,283,22,8.41
2000,10,9,13.1,7.6,283,23,8.08
2000,10,10,11.5,6.6,284,0,7.69
2000,10,10,11.5,6.6,284,1,7.44
2000,10,10,11.5,6.6,284,2,7.22
2000,10,10,11.5,6.6,284,3,7.02
2000,10,10,11.5,6.6,284,4,6.84
2000,10,10,11.5,6.6,284,5,6.67
2000,10,10,11.5,6.6,284,6,6.52
2000,10,10,11.5,6.6,284,7,7.15
2000,10,10,11.5,6.6,284,8,8.15
2000,10,10,11.5,6.6,284,9,9.08
2000,10,10,11.5,6.6,284,10,9.9
2000,10,10,11.5,6.6,284,11,10.57
2000,10,10,11.5,6.6,284,12,11.08
2000,10,10,11.5,6.6,284,13,11.39
2000,10,10,11.5,6.6,284,14,11.5
2000,10,10,11.5,6.6,284,15,11.39
2000,10,10,11.5,6.6,284,16,11.08
2000,10,10,11.5,6.6,284,17,10.57
2000,10,10,11.5,6.6,284,18,9.82
2000,10,10,11.5,6.6,284,19,9.26
2000,10,10,11.5,6.6,284,20,8.9
2000,10,10,11.5,6.6,284,21,8.62
2000,10,10,11.5,6.6,284,22,8.41
2000,10,10,11.5,6.6,284,23,8.23
2000,10,11,13.5,7.4,285,0,8.01
2000,10,11,13.5,7.4,285,1,7.87
2000,10,11,13.5,7.4,285,2,7.75
2000,10,11,13.5,7.4,285,3,7.64
2000,10,11,13.5,7.4,285,4,7.54
2000,10,11,13.5,7.4,285,5,7.44
2000,10,11,13.5,7.4,285,6,7.36
2000,10,11,13.5,7.4,285,7,8.05
2000,10,11,13.5,7.4,285,8,9.3
2000,10,11,13.5,7.4,285,9,10.46
2000,10,11,13.5,7.4,285,10,11.49
2000,10,11,13.5,7.4,285,11,12.34
2000,10,11,13.5,7.4,285,12,12.97
2000,10,11,13.5,7.4,285,13,13.37
2000,10,11,13.5,7.4,285,14,13.5
2000,10,11,13.5,7.4,285,15,13.37
2000,10,11,13.5,7.4,285,16,12.97
2000,10,11,13.5,7.4,285,17,12.34
2000,10,11,13.5,7.4,285,18,11.46
2000,10,11,13.5,7.4,285,19,10.85
2000,10,11,13.5,7.4,285,20,10.45
2000,10,11,13.5,7.4,285,21,10.15
2000,10,11,13.5,7.4,285,22,9.91
2000,10,11,13.5,7.4,285,23,9.71
2000,10,12,15.3,8.8,286,0,9.48
2000,10,12,15.3,8.8,286,1,9.32
2000,10,12,15.3,8.8,286,2,9.19
2000,10,12,15.3,8.8,286,3,9.06
2000,10,12,15.3,8.8,286,4,8.95
2000,10,12,15.3,8.8,286,5,8.85
2000,10,12,15.3,8.8,286,6,8.76
2000,10,12,15.3,8.8,286,7,9.46
2000,10,12,15.3,8.8,286,8,10.79
2000,10,12,15.3,8.8,286,9,12.03
2000,10,12,15.3,8.8,286,10,13.14
2000,10,12,15.3,8.8,286,11,14.05
2000,10,12,15.3,8.8,286,12,14.74
2000,10,12,15.3,8.8,286,13,15.16
2000,10,12,15.3,8.8,286,14,15.3
2000,10,12,15.3,8.8,286,15,15.16
2000,10,12,15.3,8.8,286,16,14.74
2000,10,12,15.3,8.8,286,17,14.05
2000,10,12,15.3,8.8,286,18,12.57
2000,10,12,15.3,8.8,286,19,11.28
2000,10,12,15.3,8.8,286,20,10.43
2000,10,12,15.3,8.8,286,21,9.79
2000,10,12,15.3,8.8,286,22,9.29
2000,10,12,15.3,8.8,286,23,8.86
2000,10,13,14.2,6.9,287,0,8.35
2000,10,13,14.2,6.9,287,1,8.02
2000,10,13,14.2,6.9,287,2,7.73
2000,10,13,14.2,6.9,287,3,7.47
2000,10,13,14.2,6.9,287,4,7.23
2000,10,13,14.2,6.9,287,5,7.01
2000,10,13,14.2,6.9,287,6,6.81
2000,10,13,14.2,6.9,287,7,7.59
2000,10,13,14.2,6.9,287,8,9.1
2000,10,13,14.2,6.9,287,9,10.51
2000,10,13,14.2,6.9,287,10,11.75
2000,10,13,14.2,6.9,287,11,12.79
2000,10,13,14.2,6.9,287,12,13.56
2000,10,13,14.2,6.9,287,13,14.04
2000,10,13,14.2,6.9,287,14,14.2
2000,10,13,14.2,6.9,287,15,14.04
2000,10,13,14.2,6.9,287,16,13.56
2000,10,13,14.2,6.9,287,17,12.79
2000,10,13,14.2,6.9,287,18,10.95
2000,10,13,14.2,6.9,287,19,9.36
2000,10,13,14.2,6.9,287,20,8.31
2000,10,13,14.2,6.9,287,21,7.52
2000,10,13,14.2,6.9,287,22,6.88
2000,10,13,14.2,6.9,287,23,6.35
2000,10,14,15.6,3.9,288,0,5.72
2000,10,14,15.6,3.9,288,1,5.31
2000,10,14,15.6,3.9,288,2,4.95
2000,10,14,15.6,3.9,288,3,4.62
2000,10,14,15.6,3.9,288,4,4.32
2000,10,14,15.6,3.9,288,5,4.05
2000,10,14,15.6,3.9,288,6,3.8
2000,10,14,15.6,3.9,288,7,4.94
2000,10,14,15.6,3.9,288,8,7.36
2000,10,14,15.6,3.9,288,9,9.63
2000,10,14,15.6,3.9,288,10,11.65
2000,10,14,15.6,3.9,288,11,13.32
2000,10,14,15.6,3.9,288,12,14.57
2000,10,14,15.6,3.9,288,13,15.34
2000,10,14,15.6,3.9,288,14,15.6
2000,10,14,15.6,3.9,288,15,15.34
2000,10,14,15.6,3.9,288,16,14.57
2000,10,14,15.6,3.9,288,17,13.32
2000,10,14,15.6,3.9,288,18,11.7
2000,10,14,15.6,3.9,288,19,10.68
2000,10,14,15.6,3.9,288,20,9.99
2000,10,14,15.6,3.9,288,21,9.47
2000,10,14,15.6,3.9,288,22,9.06
2000,10,14,15.6,3.9,288,23,8.71
2000,10,15,11.5,7.1,289,0,8.3
2000,10,15,11.5,7.1,289,1,8.03
2000,10,15,11.5,7.1,289,2,7.79
2000,10,15,11.5,7.1,289,3,7.58
2000,10,15,11.5,7.1,289,4,7.38
2000,10,15,11.5,7.1,289,5,7.2
2000,10,15,11.5,7.1,289,6,7.04
2000,10,15,11.5,7.1,289,7,7.46
2000,10,15,11.5,7.1,289,8,8.38
2000,10,15,11.5,7.1,289,9,9.24
2000,10,15,11.5,7.1,289,10,10
2000,10,15,11.5,7.1,289,11,10.63
2000,10,15,11.5,7.1,289,12,11.11
2000,10,15,11.5,7.1,289,13,11.4
2000,10,15,11.5,7.1,289,14,11.5
2000,10,15,11.5,7.1,289,15,11.4
2000,10,15,11.5,7.1,289,16,11.11
2000,10,15,11.5,7.1,289,17,10.63
2000,10,15,11.5,7.1,289,18,10.42
2000,10,15,11.5,7.1,289,19,10.44
2000,10,15,11.5,7.1,289,20,10.45
2000,10,15,11.5,7.1,289,21,10.46
2000,10,15,11.5,7.1,289,22,10.47
2000,10,15,11.5,7.1,289,23,10.47
2000,10,16,16.9,10.5,290,0,10.48
2000,10,16,16.9,10.5,290,1,10.49
2000,10,16,16.9,10.5,290,2,10.49
2000,10,16,16.9,10.5,290,3,10.49
2000,10,16,16.9,10.5,290,4,10.5
2000,10,16,16.9,10.5,290,5,10.5
2000,10,16,16.9,10.5,290,6,10.5
2000,10,16,16.9,10.5,290,7,10.99
2000,10,16,16.9,10.5,290,8,12.33
2000,10,16,16.9,10.5,290,9,13.59
2000,10,16,16.9,10.5,290,10,14.7
2000,10,16,16.9,10.5,290,11,15.63
2000,10,16,16.9,10.5,290,12,16.33
2000,10,16,16.9,10.5,290,13,16.75
2000,10,16,16.9,10.5,290,14,16.9
2000,10,16,16.9,10.5,290,15,16.75
2000,10,16,16.9,10.5,290,16,16.33
2000,10,16,16.9,10.5,290,17,15.63
2000,10,16,16.9,10.5,290,18,13.1
2000,10,16,16.9,10.5,290,19,10.97
2000,10,16,16.9,10.5,290,20,9.53
2000,10,16,16.9,10.5,290,21,8.45
2000,10,16,16.9,10.5,290,22,7.57
2000,10,16,16.9,10.5,290,23,6.84
2000,10,17,14.6,3.4,291,0,5.96
2000,10,17,14.6,3.4,291,1,5.39
2000,10,17,14.6,3.4,291,2,4.89
2000,10,17,14.6,3.4,291,3,4.43
2000,10,17,14.6,3.4,291,4,4.02
2000,10,17,14.6,3.4,291,5,3.64
2000,10,17,14.6,3.4,291,6,3.29
2000,10,17,14.6,3.4,291,7,4.18
2000,10,17,14.6,3.4,291,8,6.54
2000,10,17,14.6,3.4,291,9,8.76
2000,10,17,14.6,3.4,291,10,10.73
2000,10,17,14.6,3.4,291,11,12.36
2000,10,17,14.6,3.4,291,12,13.59
2000,10,17,14.6,3.4,291,13,14.34
2000,10,17,14.6,3.4,291,14,14.6
2000,10,17,14.6,3.4,291,15,14.34
2000,10,17,14.6,3.4,291,16,13.59
2000,10,17,14.6,3.4,291,17,12.36
2000,10,17,14.6,3.4,291,18,10.2
2000,10,17,14.6,3.4,291,19,8.67
2000,10,17,14.6,3.4,291,20,7.64
2000,10,17,14.6,3.4,291,21,6.86
2000,10,17,14.6,3.4,291,22,6.22
2000,10,17,14.6,3.4,291,23,5.7
2000,10,18,11.4,3.2,292,0,5.06
2000,10,18,11.4,3.2,292,1,4.65
2000,10,18,11.4,3.2,292,2,4.29
2000,10,18,11.4,3.2,292,3,3.96
2000,10,18,11.4,3.2,292,4,3.66
2000,10,18,11.4,3.2,292,5,3.38
2000,10,18,11.4,3.2,292,6,3.13
2000,10,18,11.4,3.2,292,7,3.72
2000,10,18,11.4,3.2,292,8,5.46
2000,10,18,11.4,3.2,292,9,7.09
2000,10,18,11.4,3.2,292,10,8.54
2000,10,18,11.4,3.2,292,11,9.75
2000,10,18,11.4,3.2,292,12,10.65
2000,10,18,11.4,3.2,292,13,11.21
2000,10,18,11.4,3.2,292,14,11.4
2000,10,18,11.4,3.2,292,15,11.21
2000,10,18,11.4,3.2,292,16,10.65
2000,10,18,11.4,3.2,292,17,9.75
2000,10,18,11.4,3.2,292,18,9.3
2000,10,18,11.4,3.2,292,19,9.19
2000,10,18,11.4,3.2,292,20,9.12
2000,10,18,11.4,3.2,292,21,9.06
2000,10,18,11.4,3.2,292,22,9.02
2000,10,18,11.4,3.2,292,23,8.98
2000,10,19,14.4,8.8,293,0,8.94
2000,10,19,14.4,8.8,293,1,8.91
2000,10,19,14.4,8.8,293,2,8.88
2000,10,19,14.4,8.8,293,3,8.86
2000,10,19,14.4,8.8,293,4,8.83
2000,10,19,14.4,8.8,293,5,8.81
2000,10,19,14.4,8.8,293,6,8.8
2000,10,19,14.4,8.8,293,7,9.12
2000,10,19,14.4,8.8,293,8,10.31
2000,10,19,14.4,8.8,293,9,11.43
2000,10,19,14.4,8.8,293,10,12.43
2000,10,19,14.4,8.8,293,11,13.26
2000,10,19,14.4,8.8,293,12,13.88
2000,10,19,14.4,8.8,293,13,14.27
2000,10,19,14.4,8.8,293,14,14.4
2000,10,19,14.4,8.8,293,15,14.27
2000,10,19,14.4,8.8,293,16,13.88
2000,10,19,14.4,8.8,293,17,13.26
2000,10,19,14.4,8.8,293,18,11.73
2000,10,19,14.4,8.8,293,19,10.63
2000,10,19,14.4,8.8,293,20,9.88
2000,10,19,14.4,8.8,293,21,9.3
2000,10,19,14.4,8.8,293,22,8.84
2000,10,19,14.4,8.8,293,23,8.45
2000,10,20,14.6,6.6,294,0,7.99
2000,10,20,14.6,6.6,294,1,7.68
2000,10,20,14.6,6.6,294,2,7.41
2000,10,20,14.6,6.6,294,3,7.17
2000,10,20,14.6,6.6,294,4,6.95
2000,10,20,14.6,6.6,294,5,6.75
2000,10,20,14.6,6.6,294,6,6.56
2000,10,20,14.6,6.6,294,7,7.01
2000,10,20,14.6,6.6,294,8,8.72
2000,10,20,14.6,6.6,294,9,10.33
2000,10,20,14.6,6.6,294,10,11.77
2000,10,20,14.6,6.6,294,11,12.96
2000,10,20,14.6,6.6,294,12,13.86
2000,10,20,14.6,6.6,294,13,14.41
2000,10,20,14.6,6.6,294,14,14.6
2000,10,20,14.6,6.6,294,15,14.41
2000,10,20,14.6,6.6,294,16,13.86
2000,10,20,14.6,6.6,294,17,12.96
2000,10,20,14.6,6.6,294,18,12.28
2000,10,20,14.6,6.6,294,19,11.94
2000,10,20,14.6,6.6,294,20,11.71
2000,10,20,14.6,6.6,294,21,11.54
2000,10,20,14.6,6.6,294,22,11.39
2000,10,20,14.6,6.6,294,23,11.27
2000,10,21,16.3,10.7,295,0,11.13
2000,10,21,16.3,10.7,295,1,11.04
2000,10,21,16.3,10.7,295,2,10.96
2000,10,21,16.3,10.7,295,3,10.88
2000,10,21,16.3,10.7,295,4,10.81
2000,10,21,16.3,10.7,295,5,10.75
2000,10,21,16.3,10.7,295,6,10.69
2000,10,21,16.3,10.7,295,7,10.95
2000,10,21,16.3,10.7,295,8,12.15
2000,10,21,16.3,10.7,295,9,13.29
2000,10,21,16.3,10.7,295,10,14.3
2000,10,21,16.3,10.7,295,11,15.14
2000,10,21,16.3,10.7,295,12,15.78
2000,10,21,16.3,10.7,295,13,16.17
2000,10,21,16.3,10.7,295,14,16.3
2000,10,21,16.3,10.7,295,15,16.17
2000,10,21,16.3,10.7,295,16,15.78
2000,10,21,16.3,10.7,295,17,15.14
2000,10,21,16.3,10.7,295,18,13.48
2000,10,21,16.3,10.7,295,19,12.35
2000,10,21,16.3,10.7,295,20,11.56
2000,10,21,16.3,10.7,295,21,10.96
2000,10,21,16.3,10.7,295,22,10.48
2000,10,21,16.3,10.7,295,23,10.07
2000,10,22,21.2,8.1,296,0,9.57
2000,10,22,21.2,8.1,296,1,9.26
2000,10,22,21.2,8.1,296,2,8.97
2000,10,22,21.2,8.1,296,3,8.71
2000,10,22,21.2,8.1,296,4,8.48
2000,10,22,21.2,8.1,296,5,8.27
2000,10,22,21.2,8.1,296,6,8.07
2000,10,22,21.2,8.1,296,7,8.6
2000,10,22,21.2,8.1,296,8,11.43
2000,10,22,21.2,8.1,296,9,14.1
2000,10,22,21.2,8.1,296,10,16.49
2000,10,22,21.2,8.1,296,11,18.47
2000,10,22,21.2,8.1,296,12,19.96
2000,10,22,21.2,8.1,296,13,20.89
2000,10,22,21.2,8.1,296,14,21.2
2000,10,22,21.2,8.1,296,15,20.89
2000,10,22,21.2,8.1,296,16,19.96
2000,10,22,21.2,8.1,296,17,18.47
2000,10,22,21.2,8.1,296,18,15.88
2000,10,22,21.2,8.1,296,19,14.23
2000,10,22,21.2,8.1,296,20,13.09
2000,10,22,21.2,8.1,296,21,12.21
2000,10,22,21.2,8.1,296,22,11.5
2000,10,22,21.2,8.1,296,23,10.9
2000,10,23,18.5,8,297,0,10.18
2000,10,23,18.5,8,297,1,9.71
2000,10,23,18.5,8,297,2,9.29
2000,10,23,18.5,8,297,3,8.91
2000,10,23,18.5,8,297,4,8.57
2000,10,23,18.5,8,297,5,8.25
2000,10,23,18.5,8,297,6,7.96
2000,10,23,18.5,8,297,7,8.33
2000,10,23,18.5,8,297,8,10.61
2000,10,23,18.5,8,297,9,12.77
2000,10,23,18.5,8,297,10,14.69
2000,10,23,18.5,8,297,11,16.3
2000,10,23,18.5,8,297,12,17.5
2000,10,23,18.5,8,297,13,18.25
2000,10,23,18.5,8,297,14,18.5
2000,10,23,18.5,8,297,15,18.25
2000,10,23,18.5,8,297,16,17.5
2000,10,23,18.5,8,297,17,16.3
2000,10,23,18.5,8,297,18,14.6
2000,10,23,18.5,8,297,19,13.56
2000,10,23,18.5,8,297,20,12.83
2000,10,23,18.5,8,297,21,12.28
2000,10,23,18.5,8,297,22,11.83
2000,10,23,18.5,8,297,23,11.45
2000,10,24,13.8,9.6,298,0,10.99
2000,10,24,13.8,9.6,298,1,10.69
2000,10,24,13.8,9.6,298,2,10.43
2000,10,24,13.8,9.6,298,3,10.19
2000,10,24,13.8,9.6,298,4,9.97
2000,10,24,13.8,9.6,298,5,9.77
2000,10,24,13.8,9.6,298,6,9.58
2000,10,24,13.8,9.6,298,7,9.71
2000,10,24,13.8,9.6,298,8,10.62
2000,10,24,13.8,9.6,298,9,11.49
2000,10,24,13.8,9.6,298,10,12.27
2000,10,24,13.8,9.6,298,11,12.91
2000,10,24,13.8,9.6,298,12,13.4
2000,10,24,13.8,9.6,298,13,13.7
2000,10,24,13.8,9.6,298,14,13.8
2000,10,24,13.8,9.6,298,15,13.7
2000,10,24,13.8,9.6,298,16,13.4
2000,10,24,13.8,9.6,298,17,12.91
2000,10,24,13.8,9.6,298,18,11.85
2000,10,24,13.8,9.6,298,19,11.18
2000,10,24,13.8,9.6,298,20,10.71
2000,10,24,13.8,9.6,298,21,10.35
2000,10,24,13.8,9.6,298,22,10.05
2000,10,24,13.8,9.6,298,23,9.81
2000,10,25,15.1,8.6,299,0,9.51
2000,10,25,15.1,8.6,299,1,9.31
2000,10,25,15.1,8.6,299,2,9.14
2000,10,25,15.1,8.6,299,3,8.98
2000,10,25,15.1,8.6,299,4,8.84
2000,10,25,15.1,8.6,299,5,8.71
2000,10,25,15.1,8.6,299,6,8.59
2000,10,25,15.1,8.6,299,7,8.72
2000,10,25,15.1,8.6,299,8,10.15
2000,10,25,15.1,8.6,299,9,11.5
2000,10,25,15.1,8.6,299,10,12.71
2000,10,25,15.1,8.6,299,11,13.71
2000,10,25,15.1,8.6,299,12,14.47
2000,10,25,15.1,8.6,299,13,14.94
2000,10,25,15.1,8.6,299,14,15.1
2000,10,25,15.1,8.6,299,15,14.94
2000,10,25,15.1,8.6,299,16,14.47
2000,10,25,15.1,8.6,299,17,13.71
2000,10,25,15.1,8.6,299,18,12.09
2000,10,25,15.1,8.6,299,19,11.09
2000,10,25,15.1,8.6,299,20,10.38
2000,10,25,15.1,8.6,299,21,9.84
2000,10,25,15.1,8.6,299,22,9.4
2000,10,25,15.1,8.6,299,23,9.02
2000,10,26,13.2,7.2,300,0,8.58
2000,10,26,13.2,7.2,300,1,8.28
2000,10,26,13.2,7.2,300,2,8.02
2000,10,26,13.2,7.2,300,3,7.79
2000,10,26,13.2,7.2,300,4,7.57
2000,10,26,13.2,7.2,300,5,7.37
2000,10,26,13.2,7.2,300,6,7.19
2000,10,26,13.2,7.2,300,7,7.27
2000,10,26,13.2,7.2,300,8,8.6
2000,10,26,13.2,7.2,300,9,9.85
2000,10,26,13.2,7.2,300,10,10.97
2000,10,26,13.2,7.2,300,11,11.91
2000,10,26,13.2,7.2,300,12,12.61
2000,10,26,13.2,7.2,300,13,13.05
2000,10,26,13.2,7.2,300,14,13.2
2000,10,26,13.2,7.2,300,15,13.05
2000,10,26,13.2,7.2,300,16,12.61
2000,10,26,13.2,7.2,300,17,11.91
2000,10,26,13.2,7.2,300,18,10.79
2000,10,26,13.2,7.2,300,19,10.12
2000,10,26,13.2,7.2,300,20,9.65
2000,10,26,13.2,7.2,300,21,9.28
2000,10,26,13.2,7.2,300,22,8.99
2000,10,26,13.2,7.2,300,23,8.73
2000,10,27,11.7,7.5,301,0,8.43
2000,10,27,11.7,7.5,301,1,8.24
2000,10,27,11.7,7.5,301,2,8.06
2000,10,27,11.7,7.5,301,3,7.9
2000,10,27,11.7,7.5,301,4,7.75
2000,10,27,11.7,7.5,301,5,7.62
2000,10,27,11.7,7.5,301,6,7.5
2000,10,27,11.7,7.5,301,7,7.52
2000,10,27,11.7,7.5,301,8,8.45
2000,10,27,11.7,7.5,301,9,9.34
2000,10,27,11.7,7.5,301,10,10.13
2000,10,27,11.7,7.5,301,11,10.79
2000,10,27,11.7,7.5,301,12,11.29
2000,10,27,11.7,7.5,301,13,11.6
2000,10,27,11.7,7.5,301,14,11.7
2000,10,27,11.7,7.5,301,15,11.6
2000,10,27,11.7,7.5,301,16,11.29
2000,10,27,11.7,7.5,301,17,10.79
2000,10,27,11.7,7.5,301,18,10.68
2000,10,27,11.7,7.5,301,19,10.62
2000,10,27,11.7,7.5,301,20,10.58
2000,10,27,11.7,7.5,301,21,10.55
2000,10,27,11.7,7.5,301,22,10.53
2000,10,27,11.7,7.5,301,23,10.51
2000,10,28,13.4,10.4,302,0,10.48
2000,10,28,13.4,10.4,302,1,10.46
2000,10,28,13.4,10.4,302,2,10.45
2000,10,28,13.4,10.4,302,3,10.44
2000,10,28,13.4,10.4,302,4,10.42
2000,10,28,13.4,10.4,302,5,10.41
2000,10,28,13.4,10.4,302,6,10.4
2000,10,28,13.4,10.4,302,7,10.39
2000,10,28,13.4,10.4,302,8,11.06
2000,10,28,13.4,10.4,302,9,11.7
2000,10,28,13.4,10.4,302,10,12.27
2000,10,28,13.4,10.4,302,11,12.74
2000,10,28,13.4,10.4,302,12,13.1
