"Year","Month","Day","Tmax","Tmin","JDay","Hour","Temp"
1998,1,12,10.3,3.1,12,15,10.07
1998,1,12,10.3,3.1,12,16,9.39
1998,1,12,10.3,3.1,12,17,8.13
1998,1,12,10.3,3.1,12,18,7.33
1998,1,12,10.3,3.1,12,19,6.78
1998,1,12,10.3,3.1,12,20,6.36
1998,1,12,10.3,3.1,12,21,6.01
1998,1,12,10.3,3.1,12,22,5.72
1998,1,12,10.3,3.1,12,23,5.47
1998,1,13,11.3,4.1,13,0,5.16
1998,1,13,11.3,4.1,13,1,4.96
1998,1,13,11.3,4.1,13,2,4.78
1998,1,13,11.3,4.1,13,3,4.62
1998,1,13,11.3,4.1,13,4,4.47
1998,1,13,11.3,4.1,13,5,4.33
1998,1,13,11.3,4.1,13,6,4.2
1998,1,13,11.3,4.1,13,7,4.08
1998,1,13,11.3,4.1,13,8,4.46
1998,1,13,11.3,4.1,13,9,6.25
1998,1,13,11.3,4.1,13,10,7.91
1998,1,13,11.3,4.1,13,11,9.32
1998,1,13,11.3,4.1,13,12,10.39
1998,1,13,11.3,4.1,13,13,11.07
1998,1,13,11.3,4.1,13,14,11.3
1998,1,13,11.3,4.1,13,15,11.07
1998,1,13,11.3,4.1,13,16,10.39
1998,1,13,11.3,4.1,13,17,9.14
1998,1,13,11.3,4.1,13,18,8.34
1998,1,13,11.3,4.1,13,19,7.78
1998,1,13,11.3,4.1,13,20,7.36
1998,1,13,11.3,4.1,13,21,7.01
1998,1,13,11.3,4.1,13,22,6.72
1998,1,13,11.3,4.1,13,23,6.47
1998,1,14,10.3,5.1,14,0,6.16
1998,1,14,10.3,5.1,14,1,5.96
1998,1,14,10.3,5.1,14,2,5.78
1998,1,14,10.3,5.1,14,3,5.62
1998,1,14,10.3,5.1,14,4,5.47
1998,1,14,10.3,5.1,14,5,5.33
1998,1,14,10.3,5.1,14,6,5.2
1998,1,14,10.3,5.1,14,7,5.07
1998,1,14,10.3,5.1,14,8,5.38
1998,1,14,10.3,5.1,14,9,6.67
1998,1,14,10.3,5.1,14,10,7.86
1998,1,14,10.3,5.1,14,11,8.88
1998,1,14,10.3,5.1,14,12,9.65
1998,1,14,10.3,5.1,14,13,10.13
1998,1,14,10.3,5.1,14,14,10.3
1998,1,14,10.3,5.1,14,15,10.13
1998,1,14,10.3,5.1,14,16,9.65
1998,1,14,10.3,5.1,14,17,8.39
1998,1,14,10.3,5.1,14,18,7.53
1998,1,14,10.3,5.1,14,19,6.94
1998,1,14,10.3,5.1,14,20,6.49
1998,1,14,10.3,5.1,14,21,6.13
1998,1,14,10.3,5.1,14,22,5.82
1998,1,14,10.3,5.1,14,23,5.55
1998,1,15,7.5,4.1,15,0,5.22
1998,1,15,7.5,4.1,15,1,5.01
1998,1,15,7.5,4.1,15,2,4.82
1998,1,15,7.5,4.1,15,3,4.65
1998,1,15,7.5,4.1,15,4,4.49
1998,1,15,7.5,4.1,15,5,4.34
1998,1,15,7.5,4.1,15,6,4.2
1998,1,15,7.5,4.1,15,7,4.07
1998,1,15,7.5,4.1,15,8,4.3
1998,1,15,7.5,4.1,15,9,5.14
1998,1,15,7.5,4.1,15,10,5.91
1998,1,15,7.5,4.1,15,11,6.57
1998,1,15,7.5,4.1,15,12,7.08
1998,1,15,7.5,4.1,15,13,7.39
1998,1,15,7.5,4.1,15,14,7.5
1998,1,15,7.5,4.1,15,15,7.39
1998,1,15,7.5,4.1,15,16,7.08
1998,1,15,7.5,4.1,15,17,6.64
1998,1,15,7.5,4.1,15,18,6.37
1998,1,15,7.5,4.1,15,19,6.18
1998,1,15,7.5,4.1,15,20,6.04
1998,1,15,7.5,4.1,15,21,5.93
1998,1,15,7.5,4.1,15,22,5.83
1998,1,15,7.5,4.1,15,23,5.75
1998,1,16,9.3,5.3,16,0,5.65
1998,1,16,9.3,5.3,16,1,5.58
1998,1,16,9.3,5.3,16,2,5.52
1998,1,16,9.3,5.3,16,3,5.47
1998,1,16,9.3,5.3,16,4,5.42
1998,1,16,9.3,5.3,16,5,5.37
1998,1,16,9.3,5.3,16,6,5.33
1998,1,16,9.3,5.3,16,7,5.29
1998,1,16,9.3,5.3,16,8,5.55
1998,1,16,9.3,5.3,16,9,6.54
1998,1,16,9.3,5.3,16,10,7.44
1998,1,16,9.3,5.3,16,11,8.22
1998,1,16,9.3,5.3,16,12,8.81
1998,1,16,9.3,5.3,16,13,9.17
1998,1,16,9.3,5.3,16,14,9.3
1998,1,16,9.3,5.3,16,15,9.17
1998,1,16,9.3,5.3,16,16,8.81
1998,1,16,9.3,5.3,16,17,7.55
1998,1,16,9.3,5.3,16,18,6.63
1998,1,16,9.3,5.3,16,19,6
1998,1,16,9.3,5.3,16,20,5.52
1998,1,16,9.3,5.3,16,21,5.13
1998,1,16,9.3,5.3,16,22,4.81
1998,1,16,9.3,5.3,16,23,4.53
1998,1,17,7.1,3,17,0,4.18
1998,1,17,7.1,3,17,1,3.96
1998,1,17,7.1,3,17,2,3.75
1998,1,17,7.1,3,17,3,3.57
1998,1,17,7.1,3,17,4,3.4
1998,1,17,7.1,3,17,5,3.25
1998,1,17,7.1,3,17,6,3.1
1998,1,17,7.1,3,17,7,2.96
1998,1,17,7.1,3,17,8,3.28
1998,1,17,7.1,3,17,9,4.28
1998,1,17,7.1,3,17,10,5.21
1998,1,17,7.1,3,17,11,6
1998,1,17,7.1,3,17,12,6.6
1998,1,17,7.1,3,17,13,6.97
1998,1,17,7.1,3,17,14,7.1
1998,1,17,7.1,3,17,15,6.97
1998,1,17,7.1,3,17,16,6.6
1998,1,17,7.1,3,17,17,5.62
1998,1,17,7.1,3,17,18,4.93
1998,1,17,7.1,3,17,19,4.45
1998,1,17,7.1,3,17,20,4.09
1998,1,17,7.1,3,17,21,3.8
1998,1,17,7.1,3,17,22,3.56
1998,1,17,7.1,3,17,23,3.35
1998,1,18,7,2.2,18,0,3.08
1998,1,18,7,2.2,18,1,2.92
1998,1,18,7,2.2,18,2,2.76
1998,1,18,7,2.2,18,3,2.63
1998,1,18,7,2.2,18,4,2.5
1998,1,18,7,2.2,18,5,2.38
1998,1,18,7,2.2,18,6,2.27
1998,1,18,7,2.2,18,7,2.17
1998,1,18,7,2.2,18,8,2.55
1998,1,18,7,2.2,18,9,3.72
1998,1,18,7,2.2,18,10,4.8
1998,1,18,7,2.2,18,11,5.72
1998,1,18,7,2.2,18,12,6.41
1998,1,18,7,2.2,18,13,6.85
1998,1,18,7,2.2,18,14,7
1998,1,18,7,2.2,18,15,6.85
1998,1,18,7,2.2,18,16,6.41
1998,1,18,7,2.2,18,17,5.31
1998,1,18,7,2.2,18,18,4.51
1998,1,18,7,2.2,18,19,3.97
1998,1,18,7,2.2,18,20,3.56
1998,1,18,7,2.2,18,21,3.22
1998,1,18,7,2.2,18,22,2.95
1998,1,18,7,2.2,18,23,2.7
1998,1,19,6.4,1.4,19,0,2.41
1998,1,19,6.4,1.4,19,1,2.21
1998,1,19,6.4,1.4,19,2,2.04
1998,1,19,6.4,1.4,19,3,1.88
1998,1,19,6.4,1.4,19,4,1.74
1998,1,19,6.4,1.4,19,5,1.61
1998,1,19,6.4,1.4,19,6,1.48
1998,1,19,6.4,1.4,19,7,1.36
1998,1,19,6.4,1.4,19,8,1.79
1998,1,19,6.4,1.4,19,9,3
1998,1,19,6.4,1.4,19,10,4.12
1998,1,19,6.4,1.4,19,11,5.07
1998,1,19,6.4,1.4,19,12,5.79
1998,1,19,6.4,1.4,19,13,6.25
1998,1,19,6.4,1.4,19,14,6.4
1998,1,19,6.4,1.4,19,15,6.25
1998,1,19,6.4,1.4,19,16,5.79
1998,1,19,6.4,1.4,19,17,4.68
1998,1,19,6.4,1.4,19,18,3.86
1998,1,19,6.4,1.4,19,19,3.31
1998,1,19,6.4,1.4,19,20,2.89
1998,1,19,6.4,1.4,19,21,2.55
1998,1,19,6.4,1.4,19,22,2.27
1998,1,19,6.4,1.4,19,23,2.02
1998,1,20,3.9,0.7,20,0,1.72
1998,1,20,3.9,0.7,20,1,1.52
1998,1,20,3.9,0.7,20,2,1.35
1998,1,20,3.9,0.7,20,3,1.19
1998,1,20,3.9,0.7,20,4,1.04
1998,1,20,3.9,0.7,20,5,0.91
1998,1,20,3.9,0.7,20,6,0.78
1998,1,20,3.9,0.7,20,7,0.66
1998,1,20,3.9,0.7,20,8,0.96
1998,1,20,3.9,0.7,20,9,1.74
1998,1,20,3.9,0.7,20,10,2.45
1998,1,20,3.9,0.7,20,11,3.05
1998,1,20,3.9,0.7,20,12,3.51
1998,1,20,3.9,0.7,20,13,3.8
1998,1,20,3.9,0.7,20,14,3.9
1998,1,20,3.9,0.7,20,15,3.8
1998,1,20,3.9,0.7,20,16,3.51
1998,1,20,3.9,0.7,20,17,2.56
1998,1,20,3.9,0.7,20,18,1.81
1998,1,20,3.9,0.7,20,19,1.29
1998,1,20,3.9,0.7,20,20,0.91
1998,1,20,3.9,0.7,20,21,0.6
1998,1,20,3.9,0.7,20,22,0.34
1998,1,20,3.9,0.7,20,23,0.11
1998,1,21,1.6,-1.1,21,0,-0.17
1998,1,21,1.6,-1.1,21,1,-0.35
1998,1,21,1.6,-1.1,21,2,-0.51
1998,1,21,1.6,-1.1,21,3,-0.65
1998,1,21,1.6,-1.1,21,4,-0.79
1998,1,21,1.6,-1.1,21,5,-0.91
1998,1,21,1.6,-1.1,21,6,-1.03
1998,1,21,1.6,-1.1,21,7,-1.14
1998,1,21,1.6,-1.1,21,8,-0.86
1998,1,21,1.6,-1.1,21,9,-0.21
1998,1,21,1.6,-1.1,21,10,0.38
1998,1,21,1.6,-1.1,21,11,0.89
1998,1,21,1.6,-1.1,21,12,1.28
1998,1,21,1.6,-1.1,21,13,1.52
1998,1,21,1.6,-1.1,21,14,1.6
1998,1,21,1.6,-1.1,21,15,1.52
1998,1,21,1.6,-1.1,21,16,1.28
1998,1,21,1.6,-1.1,21,17,0.72
1998,1,21,1.6,-1.1,21,18,0.3
1998,1,21,1.6,-1.1,21,19,0.02
1998,1,21,1.6,-1.1,21,20,-0.2
1998,1,21,1.6,-1.1,21,21,-0.37
1998,1,21,1.6,-1.1,21,22,-0.51
1998,1,21,1.6,-1.1,21,23,-0.64
1998,1,22,2.4,-1.3,22,0,-0.79
1998,1,22,2.4,-1.3,22,1,-0.89
1998,1,22,2.4,-1.3,22,2,-0.98
1998,1,22,2.4,-1.3,22,3,-1.06
1998,1,22,2.4,-1.3,22,4,-1.13
1998,1,22,2.4,-1.3,22,5,-1.2
1998,1,22,2.4,-1.3,22,6,-1.26
1998,1,22,2.4,-1.3,22,7,-1.32
1998,1,22,2.4,-1.3,22,8,-0.96
1998,1,22,2.4,-1.3,22,9,-0.07
1998,1,22,2.4,-1.3,22,10,0.74
1998,1,22,2.4,-1.3,22,11,1.43
1998,1,22,2.4,-1.3,22,12,1.96
1998,1,22,2.4,-1.3,22,13,2.29
1998,1,22,2.4,-1.3,22,14,2.4
1998,1,22,2.4,-1.3,22,15,2.29
1998,1,22,2.4,-1.3,22,16,1.96
1998,1,22,2.4,-1.3,22,17,1.33
1998,1,22,2.4,-1.3,22,18,0.89
1998,1,22,2.4,-1.3,22,19,0.59
1998,1,22,2.4,-1.3,22,20,0.36
1998,1,22,2.4,-1.3,22,21,0.18
1998,1,22,2.4,-1.3,22,22,0.03
1998,1,22,2.4,-1.3,22,23,-0.1
1998,1,23,2.1,-0.8,23,0,-0.26
1998,1,23,2.1,-0.8,23,1,-0.37
1998,1,23,2.1,-0.8,23,2,-0.46
1998,1,23,2.1,-0.8,23,3,-0.54
1998,1,23,2.1,-0.8,23,4,-0.62
1998,1,23,2.1,-0.8,23,5,-0.69
1998,1,23,2.1,-0.8,23,6,-0.76
1998,1,23,2.1,-0.8,23,7,-0.82
1998,1,23,2.1,-0.8,23,8,-0.52
1998,1,23,2.1,-0.8,23,9,0.18
1998,1,23,2.1,-0.8,23,10,0.81
1998,1,23,2.1,-0.8,23,11,1.35
1998,1,23,2.1,-0.8,23,12,1.76
1998,1,23,2.1,-0.8,23,13,2.01
1998,1,23,2.1,-0.8,23,14,2.1
1998,1,23,2.1,-0.8,23,15,2.01
1998,1,23,2.1,-0.8,23,16,1.76
1998,1,23,2.1,-0.8,23,17,1.25
1998,1,23,2.1,-0.8,23,18,0.89
1998,1,23,2.1,-0.8,23,19,0.64
1998,1,23,2.1,-0.8,23,20,0.45
1998,1,23,2.1,-0.8,23,21,0.3
1998,1,23,2.1,-0.8,23,22,0.18
1998,1,23,2.1,-0.8,23,23,0.07
1998,1,24,1.5,-0.5,24,0,-0.06
1998,1,24,1.5,-0.5,24,1,-0.15
1998,1,24,1.5,-0.5,24,2,-0.22
1998,1,24,1.5,-0.5,24,3,-0.29
1998,1,24,1.5,-0.5,24,4,-0.36
1998,1,24,1.5,-0.5,24,5,-0.41
1998,1,24,1.5,-0.5,24,6,-0.47
1998,1,24,1.5,-0.5,24,7,-0.52
1998,1,24,1.5,-0.5,24,8,-0.29
1998,1,24,1.5,-0.5,24,9,0.18
1998,1,24,1.5,-0.5,24,10,0.62
1998,1,24,1.5,-0.5,24,11,0.99
1998,1,24,1.5,-0.5,24,12,1.27
1998,1,24,1.5,-0.5,24,13,1.44
1998,1,24,1.5,-0.5,24,14,1.5
1998,1,24,1.5,-0.5,24,15,1.44
1998,1,24,1.5,-0.5,24,16,1.27
1998,1,24,1.5,-0.5,24,17,0.18
1998,1,24,1.5,-0.5,24,18,-0.87
1998,1,24,1.5,-0.5,24,19,-1.57
1998,1,24,1.5,-0.5,24,20,-2.1
1998,1,24,1.5,-0.5,24,21,-2.52
1998,1,24,1.5,-0.5,24,22,-2.88
1998,1,24,1.5,-0.5,24,23,-3.18
1998,1,25,0.6,-4.8,25,0,-3.56
1998,1,25,0.6,-4.8,25,1,-3.8
1998,1,25,0.6,-4.8,25,2,-4.02
1998,1,25,0.6,-4.8,25,3,-4.21
1998,1,25,0.6,-4.8,25,4,-4.39
1998,1,25,0.6,-4.8,25,5,-4.56
1998,1,25,0.6,-4.8,25,6,-4.72
1998,1,25,0.6,-4.8,25,7,-4.86
1998,1,25,0.6,-4.8,25,8,-4.22
1998,1,25,0.6,-4.8,25,9,-2.94
1998,1,25,0.6,-4.8,25,10,-1.77
1998,1,25,0.6,-4.8,25,11,-0.78
1998,1,25,0.6,-4.8,25,12,-0.03
1998,1,25,0.6,-4.8,25,13,0.44
1998,1,25,0.6,-4.8,25,14,0.6
1998,1,25,0.6,-4.8,25,15,0.44
1998,1,25,0.6,-4.8,25,16,-0.03
1998,1,25,0.6,-4.8,25,17,-1.52
1998,1,25,0.6,-4.8,25,18,-2.85
1998,1,25,0.6,-4.8,25,19,-3.74
1998,1,25,0.6,-4.8,25,20,-4.41
1998,1,25,0.6,-4.8,25,21,-4.94
1998,1,25,0.6,-4.8,25,22,-5.39
1998,1,25,0.6,-4.8,25,23,-5.77
1998,1,26,0.8,-7.8,26,0,-6.24
1998,1,26,0.8,-7.8,26,1,-6.54
1998,1,26,0.8,-7.8,26,2,-6.82
1998,1,26,0.8,-7.8,26,3,-7.07
1998,1,26,0.8,-7.8,26,4,-7.3
1998,1,26,0.8,-7.8,26,5,-7.51
